PNU,Year,Month,Price,DealArea,PblntfPclnd,RegstrSe,Lndcgr,LndpclAr,PrposArea1,PrposArea2,LadUseSittn,TpgrphHg,TpgrphFrm,RoadSide,PclndIndex,PclndChgRt,AcmtlPclndChgRt,LargeClPclndIndex,LargeClPclndChgRt,LargeClAcmtlPclndChgRt,PPI,CPI,MT1,MT1_500m,MT1_1000m,MT1_3000m,CS2,CS2_500m,CS2_1000m,CS2_3000m,PS3,PS3_500m,PS3_1000m,PS3_3000m,SC4,SC4_500m,SC4_1000m,SC4_3000m,AC5,AC5_500m,AC5_1000m,AC5_3000m,PK6,PK6_500m,PK6_1000m,PK6_3000m,OL7,OL7_500m,OL7_1000m,OL7_3000m,SW8,SW8_500m,SW8_1000m,SW8_3000m,BK9,BK9_500m,BK9_1000m,BK9_3000m,CT1,CT1_500m,CT1_1000m,CT1_3000m,AG2,AG2_500m,AG2_1000m,AG2_3000m,PO3,PO3_500m,PO3_1000m,PO3_3000m,AT4,AT4_500m,AT4_1000m,AT4_3000m,AD5,AD5_500m,AD5_1000m,AD5_3000m,FD6,FD6_500m,FD6_1000m,FD6_3000m,CE7,CE7_500m,CE7_1000m,CE7_3000m,HP8,HP8_500m,HP8_1000m,HP8_3000m,PM9,PM9_500m,PM9_1000m,PM9_3000m,LandUsePlans
4476042021201040004,2017,1,6833,6146.0,3510,Re2,Lc05,6146,A162,A200,Us720,Hg03,Fm07,Rs08,89.611,0.17,0.17,87.14,0.134,0.134,101.35,97.366,4214,0,0,0,4455,0,0,0,1646,0,0,1,1648,0,0,1,5686,0,0,0,3888,0,0,0,2779,0,0,2,20000,0,0,0,7431,0,0,0,6829,0,0,0,4218,0,0,0,4175,0,0,0,79,3,7,61,4406,0,0,0,1311,0,0,7,4080,0,0,0,2638,0,0,1,3996,0,0,0,UMZ100(1)/UQB200(3)/UEG100(3)/UQB300(1)/UQB100(3)/UFM200(1)
4476042029109310000,2021,2,5571,7179.0,6880,Re1,Lc02,7179,A171,A200,Us610,Hg03,Fm05,Rs08,96.735,0.186,0.362,95.483,0.205,0.41,105.91,101.58,3585,0,0,0,3315,0,0,0,1542,0,0,1,1541,0,0,1,4443,0,0,0,3586,0,0,0,1759,0,0,2,20000,0,0,0,6143,0,0,0,5899,0,0,0,4934,0,0,0,3651,0,0,0,175,4,7,51,3405,0,0,0,678,0,2,7,4586,0,0,0,1528,0,0,1,4692,0,0,0,UIA100(3)/UMZ100(1)/UFM200(3)/UQC001(1)/UIA200(2)/UQS117(3)/UEA120(1)/UQB300(3)
4476042029110230004,2020,5,24600,6082.0,13700,Re1,Lc02,793.4,A171,A200,Us610,Hg02,Fm03,Rs08,95.359,0.116,0.576,93.681,0.111,0.565,101.96,99.44,3110,0,0,0,2841,0,0,1,1986,0,0,1,1984,0,0,1,4302,0,0,0,3112,0,0,0,1284,0,0,3,20000,0,0,0,5716,0,0,0,5502,0,0,0,4914,0,0,0,3176,0,0,0,93,6,10,51,2930,0,0,1,814,0,1,9,4415,0,0,0,1051,0,0,1,4669,0,0,0,UMZ100(1)/UEA110(1)/UQC001(1)
4476031039100480001,2019,12,19241,9355.0,15500,Re1,Lc02,9355,A171,A200,Us610,Hg02,Fm03,Rs08,94.813,0.122,1.904,93.155,0.178,1.632,103.7,99.719,2599,0,0,1,2378,0,0,1,2709,0,0,3,2713,0,0,2,2548,0,0,1,2585,0,0,1,1543,0,0,3,20000,0,0,0,4380,0,0,0,3936,0,0,0,3489,0,0,0,2647,0,0,5,547,0,1,33,2600,0,0,3,1095,0,0,16,2622,0,0,1,1724,0,0,1,4279,0,0,0,UMZ100(1)/UEA110(1)/UQC001(1)
4476031035101330006,2020,7,48285,7000.0,15100,Re1,Lc02,7000,A171,A200,Us610,Hg02,Fm03,Rs08,95.618,0.153,0.849,94.07,0.23,0.982,102.71,99.63,2193,0,0,1,2074,0,0,4,2118,0,0,7,2312,0,0,2,2124,0,0,1,2170,0,0,6,2040,0,0,5,20000,0,0,0,3238,0,0,0,2739,0,0,1,2368,0,0,1,2186,0,0,5,673,0,1,33,1765,0,0,5,1766,0,0,35,2045,0,0,4,2417,0,0,2,3083,0,0,0,UMZ100(1)/UEA110(1)/UQC001(1)
4476031035111890005,2016,6,24201,10194.8,15000,Re1,Lc02,10194.8,A171,A200,Us610,Hg02,Fm03,Rs08,88.748,0.144,0.939,86.162,0.188,0.888,98.09,95.611,3039,0,0,0,1455,0,0,3,1275,0,0,5,1417,0,0,2,1261,0,0,3,1357,0,0,9,1166,0,0,6,20000,0,0,0,3367,0,0,0,2574,0,0,1,1829,0,0,2,1285,0,0,1,820,0,1,38,888,0,1,6,940,0,1,38,1141,0,0,6,2639,0,0,1,2959,0,0,1,UMZ100(1)/UEA110(1)/UQC001(1)
4476031034107450002,2013,3,27975,6981.2,17000,Re1,Lc02,6981.2,A171,A200,Us610,Hg02,Fm00,Rs10,85.642,0.055,0.193,82.501,0.061,0.194,105.26,92.952,2354,0,0,1,618,0,2,8,434,1,4,11,482,1,1,4,1456,0,0,9,657,0,2,12,668,0,1,5,20000,0,0,0,2150,0,0,1,1077,0,0,1,338,1,1,4,1561,0,0,4,651,0,4,49,686,0,2,8,384,4,14,68,365,1,1,23,996,0,1,2,1461,0,0,1,UMZ100(1)/UEA110(1)/UQC001(1)
4476031038102550005,2014,5,24199,6116.6,15500,Re1,Lc02,6116.6,A171,A200,Us610,Hg02,Fm03,Rs08,86.239,0.078,0.409,83.38,0.134,0.48,104.56,94.369,2680,0,0,1,539,0,2,8,400,2,5,11,650,0,1,4,1757,0,0,9,150,1,3,12,399,1,1,4,20000,0,0,0,2580,0,0,1,1430,0,0,1,280,1,1,4,1350,0,0,4,285,2,7,57,468,1,3,8,235,6,18,67,470,1,1,23,1096,0,0,2,1763,0,0,1,UMZ100(1)/UEA110(1)/UBB200(1)/UQC001(1)
4476031022200480009,2018,8,6656,8263.0,3790,Re2,Lc05,8263,A171,A264,Us720,Hg03,Fm07,Rs12,92.524,0.146,1.449,91.209,0.164,1.774,104.32,99.462,2580,0,0,1,2016,0,0,5,1839,0,0,10,2022,0,0,6,2628,0,0,7,1305,0,0,11,2075,0,0,3,20000,0,0,0,2299,0,0,1,2531,0,0,1,1988,0,0,7,2020,0,0,6,260,7,13,71,1203,0,0,8,1142,0,0,68,1993,0,0,14,1971,0,0,3,2286,0,0,3,UMZ100(1)/UEG100(3)/UFM110(2)/UQC001(2)/UFM200(2)/UQB100(2)
4476031022200430014,2017,12,3791,8423.0,6240,Re2,Lc05,8423,A164,A200,Us720,Hg03,Fm07,Rs08,91.203,0.209,1.949,89.62,0.267,2.983,102.09,97.698,2083,0,0,1,1886,0,0,5,1956,0,0,9,2375,0,0,5,2833,0,0,2,1713,0,0,9,2030,0,0,3,20000,0,0,0,1808,0,0,1,2802,0,0,1,1776,0,0,7,1558,0,0,4,469,1,11,70,1708,0,0,7,1261,0,0,60,1808,0,0,13,1780,0,0,3,1796,0,0,3,UIA100(3)/UMZ100(1)/UQC001(3)/UIA200(2)/UQB100(2)/UFM110(3)/UFM200(1)
4476032021105050000,2020,11,41433,5177.0,19800,Re1,Lc02,5177,A142,A200,Us610,Hg02,Fm03,Rs08,96.209,0.173,1.472,94.873,0.206,1.844,103.09,100.09,518,0,1,1,543,0,1,1,641,0,2,2,643,0,2,2,4267,0,0,0,495,1,1,1,515,0,1,2,20000,0,0,0,580,0,1,1,3445,0,0,0,495,1,5,5,447,2,4,4,783,0,2,60,244,2,2,3,242,6,26,30,469,1,8,9,520,0,2,2,571,0,2,2,UIA100(3)/UQA420(1)/UEA110(1)/UMZ100(1)
4476032021102030003,2018,4,38166,6000.0,19800,Re1,Lc01,6000,A143,A200,Us510,Hg03,Fm07,Rs10,91.962,0.173,0.833,90.506,0.231,0.989,103.04,98.931,545,0,1,1,696,0,1,1,452,1,1,2,437,2,2,2,4649,0,0,0,676,0,1,1,581,0,1,3,20000,0,0,0,769,0,1,1,3422,0,0,0,630,0,5,5,562,0,3,4,686,0,3,49,644,0,2,2,483,1,26,30,518,0,8,8,655,0,2,2,750,0,2,2,UMZ100(1)/UFM200(3)/UQM110(3)/UQA430(1)/UQM110(2)/UML200(2)
4479036029100300001,2017,5,21615,6523.0,11400,Re1,Lc02,6523,A171,A200,Us610,Hg02,Fm02,Rs08,91.566,0.173,0.559,87.841,0.25,0.939,101.21,97.546,2322,0,0,1,2527,0,0,1,2031,0,0,2,1973,0,0,2,6583,0,0,0,2543,0,0,1,1917,0,0,3,20000,0,0,0,2612,0,0,1,3735,0,0,0,2441,0,0,5,2393,0,0,4,904,0,2,43,1504,0,0,3,2262,0,0,29,1504,0,0,9,2486,0,0,2,2590,0,0,2,UQW100(3)/UMZ100(1)/UEA110(1)/UQC001(1)
4476032035200100005,2013,7,4242,8958.0,1800,Re2,Lc05,8958,A162,A200,Us720,Hg04,Fm07,Rs12,85.707,-0.011,0.268,82.721,0.041,0.46,104.53,92.909,2798,0,0,1,2999,0,0,1,2508,0,0,1,2455,0,0,2,7223,0,0,0,3025,0,0,0,2371,0,0,3,20000,0,0,0,3080,0,0,0,3342,0,0,0,2914,0,0,3,2877,0,0,2,687,0,1,44,783,0,1,2,2414,0,0,19,783,0,1,4,2961,0,0,1,3059,0,0,0,UMZ100(1)/UQB200(3)/UQB300(1)/UOC300(2)/UFM200(1)
4476032036201040001,2020,8,11459,34905.0,2110,Re2,Lc05,34905,A162,A200,Us720,Hg03,Fm07,Rs08,95.761,0.15,1.001,94.276,0.219,1.203,103.22,100.19,3665,0,0,0,3932,0,0,0,3441,0,0,0,3388,0,0,0,8128,0,0,0,3958,0,0,0,2677,0,0,1,20000,0,0,0,4012,0,0,0,3669,0,0,0,3847,0,0,0,3496,0,0,0,603,0,1,49,625,0,1,2,1619,0,0,3,625,0,1,1,3894,0,0,0,3991,0,0,0,UMZ100(1)/UQB300(1)/UEG100(3)/UOC300(2)/UJB100(2)/UQB300(3)/UFM200(1)
4479036028200310001,2013,4,5514,25388.0,1670,Re2,Lc05,25388,A162,A271,Us720,Hg03,Fm07,Rs12,87.734,0.055,0.202,82.567,0.08,0.274,104.93,92.823,3940,0,0,0,5683,0,0,0,4082,0,0,0,4074,0,0,0,9752,0,0,0,4183,0,0,0,3564,0,0,0,20000,0,0,0,5765,0,0,0,5003,0,0,0,5597,0,0,0,3644,0,0,0,519,0,2,60,1385,0,0,2,167,1,1,4,2268,0,0,1,5644,0,0,0,5743,0,0,0,UMZ100(1)/UQB200(3)/UFM110(2)/UQC001(2)/UFM200(2)/UQB300(2)
4479036028200280000,2020,2,2032,12793.0,1100,Re2,Lc05,12793,A171,A200,Us720,Hg04,Fm04,Rs12,95.539,0.064,0.132,93.389,0.124,0.252,103.74,100.16,4208,0,0,0,5943,0,0,0,4323,0,0,0,4313,0,0,0,10041,0,0,0,3902,0,0,0,3865,0,0,0,20000,0,0,0,6024,0,0,0,4837,0,0,0,5857,0,0,0,3905,0,0,0,503,0,2,61,1259,0,0,3,465,1,1,5,2473,0,0,1,5905,0,0,0,6003,0,0,0,UMZ100(1)/UFM110(1)/UQC001(1)
4479036026200240012,2020,8,827,36254.0,909,Re2,Lc05,36254,A171,A200,Us720,Hg04,Fm07,Rs12,96.236,0.156,0.863,94.276,0.219,1.203,103.22,100.19,5220,0,0,0,7842,0,0,0,5078,0,0,0,5058,0,0,0,8733,0,0,0,2176,0,0,2,5333,0,0,0,20000,0,0,0,7189,0,0,0,3162,0,0,0,7756,0,0,0,4869,0,0,0,326,1,4,69,1240,0,0,5,838,0,2,9,1616,0,0,1,7803,0,0,0,7903,0,0,0,UMZ100(1)/UFM110(1)/UQC001(1)
4479036026200240003,2017,2,3093,35561.0,1750,Re2,Lc05,35561,A171,A263,Us720,Hg03,Fm07,Rs10,91.213,0.197,0.172,87.266,0.144,0.278,101.74,97.632,5547,0,0,0,7874,0,0,0,5388,0,0,0,5368,0,0,0,8580,0,0,0,1835,0,0,4,5338,0,0,0,20000,0,0,0,7276,0,0,0,2821,0,0,1,8078,0,0,0,5194,0,0,0,63,2,5,74,897,0,1,6,512,0,2,12,1274,0,0,1,8125,0,0,0,8224,0,0,0,UMZ100(2)/UFM110(2)/UQC001(2)/UFM200(2)/UQB200(2)
4479032027200150008,2014,10,2025,6517.0,2020,Re2,Lc05,6517,A164,A200,Us720,Hg03,Fm07,Rs12,88.347,0.183,0.422,83.892,0.132,1.098,103.47,94.205,6219,0,0,0,6753,0,0,0,6088,0,0,0,6091,0,0,0,7362,0,0,0,707,0,1,6,5579,0,0,0,20000,0,0,0,7702,0,0,0,1533,0,0,1,7563,0,0,0,5830,0,0,0,434,1,10,74,468,1,3,6,278,3,4,21,302,1,1,1,7545,0,0,0,7551,0,0,0,UMZ100(1)/UFM200(1)/UQB100(1)
4479032025100810000,2014,10,14617,2668.0,6990,Re1,Lc01,2668,A181,A200,Us510,Hg02,Fm07,Rs12,88.347,0.183,0.422,83.892,0.132,1.098,103.47,94.205,4825,0,0,0,5581,0,0,0,4695,0,0,0,4698,0,0,0,6099,0,0,0,52,2,3,8,4312,0,0,0,20000,0,0,0,6436,0,0,0,745,0,1,1,6304,0,0,0,4428,0,0,0,249,4,8,74,765,0,1,8,225,7,12,19,1631,0,0,1,6276,0,0,0,6280,0,0,0,UMA200(3)/UMZ100(1)/UQD001(3)/UQB200(1)/UMB200(3)/UQS200(3)/UMZ100(3)
4479032028101240001,2013,5,924,139677.0,594,Re1,Lc05,139677,A181,A200,Us720,Hg03,Fm07,Rs12,87.706,-0.032,0.17,82.619,0.063,0.336,104.57,92.823,3830,0,0,0,5397,0,0,0,3717,0,0,0,3720,0,0,0,5622,0,0,0,778,0,1,8,3292,0,0,0,20000,0,0,0,5899,0,0,0,1871,0,0,2,5714,0,0,0,3380,0,0,0,528,0,5,85,1684,0,0,7,1076,0,0,21,1319,0,0,1,5768,0,0,0,5768,0,0,0,UMZ100(1)/UFM120(1)/UJC100(2)/UQB200(3)/UOC800(2)/UMA200(1)/UMB200(1)/UQD001(1)/ZK0014(2)/UJC200(2)/UMZ100(3)
4479032028102340002,2014,11,2362,46555.0,1060,Re1,Lc05,46555,A171,A200,Us720,Hg04,Fm07,Rs12,88.424,0.088,0.51,84.023,0.156,1.255,103.15,94.015,2617,0,0,1,4717,0,0,0,2578,0,0,1,2580,0,0,1,4714,0,0,0,1081,0,0,4,2260,0,0,1,20000,0,0,0,4748,0,0,0,1019,0,0,1,4647,0,0,0,2250,0,0,2,463,2,9,114,1026,0,0,7,1119,0,0,11,1199,0,0,2,4717,0,0,0,4852,0,0,0,UQB100(3)/UFM110(1)/UQC001(1)/UMZ100(2)
4479032033102600000,2014,1,10979,3643.0,9460,Re1,Lc02,3643,A163,A200,Us510,Hg02,Fm07,Rs12,88.039,0.072,0.072,83.041,0.071,0.071,104.65,93.73,3371,0,0,0,4875,0,0,0,3422,0,0,0,3422,0,0,0,4791,0,0,0,3093,0,0,0,3358,0,0,0,20000,0,0,0,4912,0,0,0,3052,0,0,0,4901,0,0,0,3268,0,0,0,357,2,13,125,436,1,1,6,2801,0,0,1,3344,0,0,0,4984,0,0,0,4890,0,0,0,UMZ100(1)/UFM200(3)/UJB100(1)/UQB200(1)
4479032033200330001,2014,10,6867,59702.0,1270,Re2,Lc05,59702,A171,A263,Us720,Hg03,Fm07,Rs12,88.347,0.183,0.422,83.892,0.132,1.098,103.47,94.205,4388,0,0,0,4098,0,0,0,4455,0,0,0,4454,0,0,0,5495,0,0,0,4147,0,0,0,3076,0,0,0,20000,0,0,0,5607,0,0,0,4206,0,0,0,5596,0,0,0,4342,0,0,0,123,4,15,134,629,0,1,4,1934,0,0,1,4391,0,0,0,5749,0,0,0,5586,0,0,0,UMZ100(1)/UEG100(3)/UFM110(2)/UQC001(3)/UQC001(2)/UFM200(2)/UQB200(2)/UQB100(3)/UQB300(3)
4479032035101150000,2015,12,7614,3283.0,9760,Re1,Lc01,3283,A164,A200,Us510,Hg02,Fm07,Rs10,89.537,0.138,1.212,85.403,0.185,1.512,98.09,95.07,4526,0,0,0,3172,0,0,0,4697,0,0,0,4654,0,0,0,5611,0,0,0,3851,0,0,0,2443,0,0,1,20000,0,0,0,5629,0,0,0,5004,0,0,0,5700,0,0,0,4501,0,0,0,154,4,16,127,1067,0,0,4,1028,0,0,1,3500,0,0,0,5879,0,0,0,5692,0,0,0,UMZ100(1)/UQB100(1)
4479032035200830000,2014,4,1403,30645.0,593,Re2,Lc05,30645,A171,A262,Us720,Hg04,Fm07,Rs12,88.043,-0.072,0.076,83.268,0.119,0.346,104.58,94.214,3219,0,0,0,2527,0,0,1,3346,0,0,0,3304,0,0,0,6968,0,0,0,2537,0,0,1,2774,0,0,1,19704,0,0,0,6897,0,0,0,6628,0,0,0,7045,0,0,0,3168,0,0,0,158,6,19,111,2176,0,0,1,1472,0,0,8,3012,0,0,0,7243,0,0,0,7036,0,0,0,UMZ100(1)/UFM200(3)/UEA120(3)/UFM110(2)/UQC001(2)/UFM200(2)/UQB300(3)/UQB300(2)
4479031021200010001,2015,5,3026,72694.0,927,Re2,Lc05,72694,A162,A271,Us720,Hg04,Fm07,Rs12,88.583,-0.045,0.134,84.514,0.088,0.455,100.87,94.89,2263,0,0,1,1870,0,0,1,2391,0,0,1,2350,0,0,1,7267,0,0,0,1581,0,0,1,1834,0,0,1,18854,0,0,0,7124,0,0,0,7121,0,0,0,6554,0,0,0,2212,0,0,4,241,2,13,103,3104,0,0,0,1792,0,0,14,2389,0,0,1,7543,0,0,0,7322,0,0,0,UMZ100(2)/UQB200(3)/UQC001(3)/UFM110(2)/UQC001(2)/UFM200(2)/UFM110(3)/UQB300(2)
4479031025200510003,2017,4,748,33378.0,675,Re2,Lc05,33378,A171,A200,Us720,Hg03,Fm07,Rs06,91.407,0.035,0.386,87.622,0.194,0.687,101.48,97.442,1163,0,0,1,2548,0,0,1,1093,0,0,1,1072,0,0,1,7030,0,0,0,1005,0,0,1,1358,0,0,1,17957,0,0,0,8576,0,0,0,5417,0,0,0,6444,0,0,0,1053,0,0,4,188,3,9,86,4444,0,0,0,1174,0,0,13,1606,0,0,2,8004,0,0,0,7915,0,0,0,UFM120(1)/UFR100(2)/UIA100(3)/UQC001(1)/UMZ100(2)/UEG100(3)/UQB300(3)
4479031025105210005,2021,10,3270,22744.0,1080,Re1,Lc05,22744,A171,A263,Us720,Hg03,Fm05,Rs12,98.248,0.153,1.487,97.299,0.219,2.321,112.43,103.35,1132,0,0,1,2978,0,0,1,930,0,1,1,942,0,1,1,7279,0,0,0,1416,0,0,1,1627,0,0,2,17425,0,0,0,8801,0,0,0,4642,0,0,0,6326,0,0,0,1040,0,0,4,160,3,9,76,4338,0,0,0,401,1,1,11,1067,0,0,1,7533,0,0,0,7473,0,0,0,UMZ100(1)/UFR100(3)/UFM110(2)/UQC001(2)/UFM120(3)/UFM200(2)/UQB200(2)
4479031026103350001,2018,1,20540,2190.8,14700,Re1,Lc01,2190.8,A164,A200,Us510,Hg02,Fm07,Rs09,92.91,0.138,0.138,89.844,0.25,0.25,102.52,98.106,2050,0,0,1,4005,0,0,0,1818,0,0,1,1853,0,0,1,7276,0,0,0,2561,0,0,1,1656,0,0,2,16809,0,0,0,8685,0,0,0,3494,0,0,0,6562,0,0,0,1957,0,0,4,329,2,10,76,4235,0,0,0,887,0,1,6,1356,0,0,1,7114,0,0,0,7111,0,0,0,UMZ100(1)/UFM200(3)/UJC100(2)/UQB100(1)
4479031026200080000,2022,2,6894,23207.0,4310,Re2,Lc05,23207,A162,A264,Us720,Hg03,Fm04,Rs08,98.893,0.163,0.332,98.17,0.206,0.416,114.95,105.42,2506,0,0,1,3651,0,0,0,2273,0,0,1,2306,0,0,1,7375,0,0,0,2976,0,0,1,1434,0,0,1,17016,0,0,0,8300,0,0,0,3441,0,0,0,6507,0,0,0,2416,0,0,4,149,2,9,85,3885,0,0,0,1286,0,0,6,1843,0,0,1,7419,0,0,0,7434,0,0,0,UMZ100(1)/UEG100(3)/UQB100(2)/UQB300(3)/UFM200(1)/UQB300(2)
4479031028104040000,2022,5,41963,2383.0,15100,Re1,Lc01,2383,A164,A200,Us610,Hg03,Fm04,Rs08,99.386,0.163,0.832,98.817,0.218,1.077,119.43,107.5,3904,0,0,0,2230,0,0,1,3673,0,0,0,3709,0,0,0,7736,0,0,0,4413,0,0,0,838,0,1,1,16787,0,0,0,7728,0,0,0,2751,0,0,1,5062,0,0,0,3809,0,0,0,83,4,9,82,4001,0,0,0,1248,0,0,4,3144,0,0,0,7627,0,0,0,7696,0,0,0,UMZ100(1)/UQB100(1)
4479031028107970006,2017,5,18144,6145.0,14000,Re1,Lc02,6145,A171,A200,Us610,Hg02,Fm03,Rs08,91.566,0.173,0.559,87.841,0.25,0.939,101.21,97.546,4153,0,0,0,1215,0,0,1,4137,0,0,0,4142,0,0,0,7729,0,0,0,5440,0,0,0,1476,0,0,1,16612,0,0,0,6756,0,0,0,2576,0,0,1,4021,0,0,0,4021,0,0,0,417,1,6,82,4462,0,0,0,652,0,1,3,4116,0,0,0,7856,0,0,0,7936,0,0,0,UMZ100(1)/UEA110(1)/UQC001(1)
4481032032105700000,2019,2,21384,5144.0,21900,Re1,Lc01,5144,A163,A200,Us510,Hg02,Fm07,Rs10,93.55,0.173,0.358,91.896,0.124,0.258,103.02,99.311,2761,0,0,1,297,1,1,2,2763,0,0,1,2767,0,0,1,6685,0,0,0,6797,0,0,0,1874,0,0,2,16054,0,0,0,5256,0,0,0,2639,0,0,1,2625,0,0,2,2629,0,0,5,463,1,5,79,4981,0,0,0,609,0,2,19,2842,0,0,1,8008,0,0,0,8101,0,0,0,UQC001(3)/UMZ100(1)/UEA120(3)/UQB200(1)
4481032033101320001,2021,9,25711,4615.0,18000,Re1,Lc02,4615,A171,A200,Us610,Hg02,Fm04,Rs08,97.92,0.174,1.486,97.086,0.221,2.097,111.27,103.17,2073,0,0,1,962,0,1,3,2070,0,0,1,2075,0,0,2,6690,0,0,0,6814,0,0,0,1204,0,0,1,16277,0,0,0,4786,0,0,0,2667,0,0,2,1937,0,0,2,1940,0,0,5,231,1,4,75,4495,0,0,0,1191,0,0,24,2150,0,0,1,8537,0,0,0,8635,0,0,0,UMZ100(1)/UEA110(1)/UQC001(1)
4481032035105900002,2019,3,12777,3913.0,29800,Re1,Lc02,3913,A171,A200,Us610,Hg02,Fm02,Rs06,93.723,0.185,0.544,92.037,0.154,0.412,103.38,99.121,1239,0,0,1,1114,0,0,3,1256,0,0,1,1259,0,0,2,6410,0,0,0,6548,0,0,0,334,1,1,2,16213,0,0,0,4004,0,0,0,1934,0,0,2,1102,0,0,2,1110,0,0,5,666,0,5,69,4092,0,0,0,313,1,1,24,1330,0,0,1,8951,0,0,0,9054,0,0,0,UMZ100(1)/UQC001(1)/UIA200(2)/UJB100(2)/UEA110(1)/UQW100(2)
4481032024104120002,2019,10,34892,3892.0,19000,Re1,Lc01,3892,A163,A200,Us510,Hg03,Fm07,Rs12,94.66,0.138,1.548,92.863,0.123,1.313,103.56,100.041,1075,0,0,1,1053,0,0,2,1171,0,0,1,1168,0,0,2,5667,0,0,0,5821,0,0,0,1148,0,0,7,15116,0,0,0,2644,0,0,1,741,0,2,2,1046,0,0,2,1072,0,0,5,253,1,3,68,3019,0,0,0,1012,0,0,28,1172,0,0,4,8407,0,0,0,8203,0,0,0,UMZ100(1)/UFM200(3)/UQB200(1)
4481032025200690001,2022,9,8105,20628.0,2920,Re2,Lc05,20628,A162,A271,Us720,Hg03,Fm05,Rs12,99.919,0.138,1.49,99.594,0.17,1.872,120.06,108.82,2877,0,0,1,2785,0,0,2,2941,0,0,1,2851,0,0,2,4743,0,0,0,4599,0,0,0,1111,0,0,6,13666,0,0,0,1437,0,0,1,2376,0,0,2,2847,0,0,2,2187,0,0,6,227,2,8,62,1297,0,0,2,1069,0,0,26,1420,0,0,4,5916,0,0,0,5710,0,0,0,UQB200(3)/UMZ100(2)/UQC001(3)/UFM110(2)/UEG100(3)/UQC001(2)/UFM200(2)/UQB300(3)/UQB300(2)
4481032029200650001,2017,3,3455,17653.0,2850,Re2,Lc05,17653,A171,A262,Us720,Hg03,Fm07,Rs08,89.817,0.241,0.471,87.452,0.214,0.492,101.7,97.565,1963,0,0,2,3187,0,0,0,2357,0,0,1,3209,0,0,0,3179,0,0,0,3198,0,0,0,1879,0,0,6,13421,0,0,0,2740,0,0,1,3202,0,0,0,1843,0,0,1,1725,0,0,1,486,1,7,58,1120,0,0,2,1831,0,0,13,2744,0,0,3,4374,0,0,0,4207,0,0,0,UMZ100(2)/UQC001(3)/UFM110(2)/UEG100(3)/UQC001(2)/UFM200(2)/UQB200(2)/UQB300(2)
4481034033200950000,2020,11,13592,22512.0,2350,Re2,Lc05,22512,A171,A262,Us720,Hg04,Fm07,Rs12,96.358,0.119,1.591,94.873,0.206,1.844,103.09,100.09,2269,0,0,2,2008,0,0,7,2000,0,0,2,2003,0,0,1,1928,0,0,2,2013,0,0,9,2328,0,0,1,12696,0,0,0,1988,0,0,3,2460,0,0,2,2321,0,0,2,1716,0,0,2,159,4,9,63,1548,0,0,5,1044,0,0,77,2117,0,0,13,3124,0,0,0,2954,0,0,1,UMZ100(1)/UFM110(2)/UJB100(2)/UQC001(2)/UFM200(2)/UQB100(3)/UQW100(2)/UQB300(2)
4481034033107160000,2017,3,24800,3301.2,15200,Re1,Lc02,3301.2,A171,A200,Us610,Hg02,Fm03,Rs10,89.817,0.241,0.471,87.452,0.214,0.492,101.7,97.565,2933,0,0,4,1130,0,0,16,1932,0,0,9,1061,0,0,5,874,0,1,13,1102,0,0,20,2224,0,0,4,12170,0,0,0,1051,0,0,14,1765,0,0,6,1908,0,0,9,1612,0,0,8,200,1,10,56,1349,0,0,10,130,1,2,177,1062,0,0,40,2072,0,0,28,1900,0,0,14,UMZ100(1)/UEA110(1)/UQC001(1)
4481034033200420000,2019,6,3328,9314.0,3220,Re2,Lc05,9314,A162,A200,Us720,Hg03,Fm07,Rs12,94.196,0.156,1.051,92.443,0.144,0.855,103.5,99.491,2759,0,0,4,808,0,1,17,1707,0,0,9,747,0,1,5,676,0,1,17,798,0,5,21,1940,0,0,4,12294,0,0,0,736,0,1,15,1602,0,0,6,1716,0,0,9,1397,0,0,8,384,3,9,56,1157,0,0,10,439,1,5,177,863,0,1,41,1849,0,0,29,1733,0,0,14,UMZ100(1)/UQB200(3)/UQB300(1)/UQB100(3)/UFM200(1)
4481025023200520000,2019,9,50659,9900.0,4130,Re2,Lc05,11165,A143,A200,Us720,Hg04,Fm07,Rs12,94.529,0.1,1.409,92.749,0.101,1.189,103.8,99.794,2063,0,0,3,373,2,4,22,951,0,1,14,427,1,1,7,849,0,1,28,342,6,7,26,841,0,2,6,12471,0,0,0,439,1,2,18,1183,0,0,6,1125,0,0,18,819,0,1,9,428,1,4,46,628,0,3,12,222,3,17,223,179,1,3,48,1070,0,0,35,1060,0,0,18,UIA100(3)/UMZ100(1)/UOA120(2)/UQA430(1)/UEG100(3)/UQA001(1)/UFM200(1)
4481025022100780002,2015,6,68436,3653.0,42700,Re1,Lc01,3653,A143,A200,Us510,Hg03,Fm07,Rs12,87.216,0.135,0.644,84.66,0.172,0.628,100.82,94.909,1434,0,0,4,1087,0,0,39,1308,0,0,17,1015,0,0,9,1091,0,0,66,110,1,1,37,854,0,2,11,12179,0,0,0,1423,0,0,29,949,0,1,6,1232,0,0,32,1400,0,0,10,450,1,3,28,315,1,1,26,186,1,3,491,664,0,2,82,1062,0,0,47,1103,0,0,25,UMZ100(1)/UQA430(1)/UQA001(1)/ZK0014(1)/UFM120(3)
