PNU,Year,Month,Price,DealArea,PblntfPclnd,RegstrSe,Lndcgr,LndpclAr,PrposArea1,PrposArea2,LadUseSittn,TpgrphHg,TpgrphFrm,RoadSide,PclndIndex,PclndChgRt,AcmtlPclndChgRt,LargeClPclndIndex,LargeClPclndChgRt,LargeClAcmtlPclndChgRt,PPI,CPI,MT1,MT1_500m,MT1_1000m,MT1_3000m,CS2,CS2_500m,CS2_1000m,CS2_3000m,PS3,PS3_500m,PS3_1000m,PS3_3000m,SC4,SC4_500m,SC4_1000m,SC4_3000m,AC5,AC5_500m,AC5_1000m,AC5_3000m,PK6,PK6_500m,PK6_1000m,PK6_3000m,OL7,OL7_500m,OL7_1000m,OL7_3000m,SW8,SW8_500m,SW8_1000m,SW8_3000m,BK9,BK9_500m,BK9_1000m,BK9_3000m,CT1,CT1_500m,CT1_1000m,CT1_3000m,AG2,AG2_500m,AG2_1000m,AG2_3000m,PO3,PO3_500m,PO3_1000m,PO3_3000m,AT4,AT4_500m,AT4_1000m,AT4_3000m,AD5,AD5_500m,AD5_1000m,AD5_3000m,FD6,FD6_500m,FD6_1000m,FD6_3000m,CE7,CE7_500m,CE7_1000m,CE7_3000m,HP8,HP8_500m,HP8_1000m,HP8_3000m,PM9,PM9_500m,PM9_1000m,PM9_3000m,LandUsePlans
4481025030200390001,2018,5,10503,19041.0,4640,Re2,Lc05,19041,A143,A200,Us720,Hg04,Fm07,Rs12,92.031,0.186,0.803,90.716,0.231,1.223,103.34,98.979,2686,0,0,1,1701,0,0,15,1457,0,0,10,1327,0,0,4,1397,0,0,40,1690,0,0,14,1022,0,0,16,10486,0,0,0,887,0,1,12,1974,0,0,1,1342,0,0,24,1514,0,0,3,600,0,2,21,1089,0,0,17,711,0,3,233,1011,0,0,42,1714,0,0,13,1738,0,0,5,UQA430(1)/UMZ100(2)/UQC001(3)/UQA001(1)/UFM110(3)/UMZ100(3)/UFM200(1)
4481025031105730021,2021,2,45822,10434.0,40600,Re1,Lc01,10434,A164,A200,Us510,Hg03,Fm04,Rs10,96.746,0.141,0.269,95.483,0.205,0.41,105.91,101.58,3052,0,0,0,862,0,2,7,1192,0,0,5,1071,0,0,2,1047,0,0,5,786,0,1,6,834,0,2,14,9414,0,0,0,861,0,3,8,3138,0,0,0,767,0,8,16,989,0,1,2,220,2,4,23,268,3,9,16,465,1,37,94,393,1,15,26,807,0,2,5,987,0,1,3,UMZ100(1)/UFM200(3)/UQB100(1)
4481025032100710000,2022,11,25665,3117.0,33900,Re1,Lc02,3117,A171,A200,Us510,Hg02,Fm02,Rs12,100.056,0.046,1.628,99.75,0.028,2.031,120.29,109.07,2860,0,0,1,778,0,2,11,1709,0,0,8,1960,0,0,2,2109,0,0,5,1667,0,0,5,433,1,2,11,8051,0,0,0,1763,0,0,11,2291,0,0,3,1444,0,0,16,2002,0,0,6,658,0,3,25,1101,0,0,17,364,3,5,100,1704,0,0,29,1699,0,0,5,1732,0,0,3,UIA200(2)/UMZ100(1)/UEA110(1)/UQC001(1)
4420040022105710000,2015,4,27000,6274.0,19600,Re1,Lc02,6274,A171,A200,Us610,Hg02,Fm03,Rs08,81.02,0.054,0.261,84.44,0.101,0.368,100.8,94.625,3766,0,0,0,573,0,3,12,426,1,1,3,1416,0,0,1,3392,0,0,0,1026,0,0,9,548,0,4,9,7683,0,0,0,1123,0,0,7,1005,0,0,3,921,0,1,10,1194,0,0,3,238,2,7,31,874,0,2,33,414,4,8,86,642,0,1,22,1063,0,0,3,1072,0,0,2,UMZ100(1)/UEA110(1)/UQC001(1)
4420039024104740000,2018,11,24193,8089.0,15000,Re1,Lc02,8089,A171,A200,Us610,Hg02,Fm03,Rs08,88.826,0.03,2.369,91.57,0.101,2.176,103.53,99.33,3838,0,0,0,1800,0,0,11,1091,0,0,4,1841,0,0,1,4169,0,0,0,1505,0,0,10,1230,0,0,5,6453,0,0,0,1093,0,0,6,1083,0,0,3,1161,0,0,4,1176,0,0,3,1287,0,0,30,1177,0,0,26,1026,0,0,68,1041,0,0,17,1087,0,0,2,1110,0,0,2,UMZ100(1)/UEA110(1)/UQC001(1)
4420039024106540000,2016,11,22499,9537.5,15500,Re1,Lc02,9537.5,A171,A200,Us610,Hg02,Fm01,Rs08,83.55,0.212,2.018,86.901,0.188,1.753,99.03,96.237,4434,0,0,0,2298,0,0,14,1654,0,0,5,2037,0,0,3,4912,0,0,0,1060,0,0,10,1617,0,0,5,6094,0,0,0,1267,0,0,12,1236,0,0,3,1498,0,0,5,1300,0,0,7,1244,0,0,29,1537,0,0,27,799,0,1,81,1183,0,0,20,1349,0,0,2,1367,0,0,2,UMZ100(1)/UEA110(1)/UQC001(1)
4420039021109030000,2019,11,30246,8662.2,17600,Re1,Lc02,6662.2,A171,A200,Us610,Hg02,Fm03,Rs08,90.506,0.265,1.872,92.989,0.136,1.451,103.41,99.481,5578,0,0,0,1121,0,0,8,663,0,1,5,1163,0,0,3,6147,0,0,0,361,2,3,11,1566,0,0,4,5882,0,0,0,1075,0,0,13,2024,0,0,2,1263,0,0,4,1095,0,0,7,750,0,2,34,1193,0,0,22,1032,0,0,86,275,1,1,18,2201,0,0,2,2208,0,0,2,UEA110(1)/UOA120(2)/UQC001(1)/UMZ100(2)
4420039021107880000,2020,10,29956,10014.6,19200,Re1,Lc02,10014.6,A171,A200,Us610,Hg02,Fm02,Rs08,92.869,0.286,2.296,94.677,0.206,1.635,103.01,100.18,6218,0,0,0,949,0,1,3,566,0,2,2,553,0,2,2,6964,0,0,0,1033,0,0,4,945,0,1,4,5440,0,0,0,380,2,2,8,2931,0,0,1,778,0,1,1,468,1,4,5,739,0,1,37,381,1,1,3,327,7,11,32,316,2,2,6,3110,0,0,0,3117,0,0,0,UEA110(1)/UMZ100(1)/UQC001(1)
4427025033104960001,2019,12,25053,5028.0,17100,Re1,Lc02,5028,A171,A200,Us610,Hg02,Fm04,Rs10,96.097,0.027,0.599,93.155,0.178,1.632,103.7,99.719,7019,0,0,0,1548,0,0,3,1135,0,0,2,1113,0,0,2,6649,0,0,0,2118,0,0,3,1066,0,0,4,4982,0,0,0,990,0,1,6,4040,0,0,0,1336,0,0,1,780,0,3,4,848,0,1,29,815,0,1,2,560,0,3,26,1040,0,0,3,4218,0,0,0,4225,0,0,0,UMZ100(1)/UEA110(1)/UQC001(1)
4420039034101140003,2017,5,55463,5019.0,19700,Re1,Lc02,5019,A163,A200,Us610,Hg03,Fm07,Rs10,84.638,0.245,1.117,87.841,0.25,0.939,101.21,97.546,6836,0,0,0,2289,0,0,3,2160,0,0,2,2138,0,0,2,5297,0,0,0,3285,0,0,0,892,0,1,5,3980,0,0,0,2115,0,0,6,5257,0,0,0,2250,0,0,1,1815,0,0,4,78,4,6,22,2016,0,0,1,834,0,5,28,2197,0,0,2,5399,0,0,0,5446,0,0,0,UFM200(3)/UMZ100(2)/UQQ500(2)/UQB200(2)/UQB100(3)/UQD001(2)
4420039032107320000,2018,8,23878,5990.0,15000,Re1,Lc02,5990,A171,A200,Us610,Hg02,Fm03,Rs08,88.551,0.19,2.052,91.209,0.164,1.774,104.32,99.462,5313,0,0,0,2266,0,0,2,2460,0,0,2,3040,0,0,0,3786,0,0,0,2759,0,0,2,272,1,1,4,2548,0,0,1,2629,0,0,1,6677,0,0,0,2255,0,0,4,3261,0,0,0,1053,0,0,29,3501,0,0,0,239,2,2,27,3564,0,0,0,5644,0,0,0,5723,0,0,0,UMZ100(1)/UEA110(1)/UQC001(1)
4420039033101770000,2019,11,22687,4990.0,18100,Re1,Lc02,4990,A171,A200,Us610,Hg02,Fm03,Rs08,90.506,0.265,1.872,92.989,0.136,1.451,103.41,99.481,4388,0,0,0,1561,0,0,4,1523,0,0,2,2274,0,0,1,2932,0,0,1,1691,0,0,2,811,0,1,5,1990,0,0,1,1558,0,0,4,6775,0,0,0,2059,0,0,4,4329,0,0,0,1309,0,0,38,3454,0,0,0,846,0,2,33,2537,0,0,2,4715,0,0,0,4793,0,0,0,UEA110(1)/UQC001(1)/UMZ100(2)
4420039033101000000,2013,2,24200,6195.0,14700,Re1,Lc02,6195,A171,A200,Us610,Hg03,Fm03,Rs08,79.279,0.047,0.135,82.451,0.066,0.133,105.68,93.038,4311,0,0,0,1335,0,0,4,1372,0,0,2,2352,0,0,1,2932,0,0,1,1469,0,0,2,1161,0,0,5,2187,0,0,1,1330,0,0,4,6526,0,0,0,2372,0,0,4,4610,0,0,0,1229,0,0,33,3496,0,0,0,1183,0,0,31,2203,0,0,2,4632,0,0,0,4710,0,0,0,UMZ100(1)/UEA110(1)/UQC001(1)
4420038027200920000,2019,9,42062,8321.0,15500,Re2,Lc05,8321,A163,A200,Us720,Hg03,Fm04,Rs12,90.051,0.172,1.361,92.749,0.101,1.189,103.8,99.794,2950,0,0,1,785,0,1,4,610,0,1,2,2171,0,0,1,2170,0,0,1,421,1,2,3,337,1,1,4,2595,0,0,1,783,0,1,5,4788,0,0,0,2723,0,0,2,3229,0,0,0,313,2,5,40,2798,0,0,2,101,9,20,41,382,1,1,4,3221,0,0,0,3289,0,0,0,UHA210(3)/UMZ100(1)/UHJ400(3)/UQB200(1)/UQA001(3)/UQT310(3)/UQB100(3)/ZQ0001(1)/UMZ100(3)/UFM200(1)/UQA320(3)
4420038026107170000,2015,2,27189,8312.0,26000,Re1,Lc02,8312,A171,A200,Us610,Hg02,Fm03,Rs08,80.898,0.015,0.109,84.234,0.074,0.122,100.96,94.587,2326,0,0,1,1793,0,0,11,1698,0,0,4,2602,0,0,1,2228,0,0,1,1529,0,0,4,595,0,3,5,3211,0,0,0,1794,0,0,14,4046,0,0,0,2316,0,0,11,2511,0,0,1,638,0,3,33,1984,0,0,3,587,0,11,96,1026,0,0,11,2518,0,0,2,2572,0,0,2,UMZ100(1)/ZQ0001(1)/UEA110(1)/UQC001(1)
4420038026105750471,2021,9,50000,18612.0,28500,Re1,Lc02,18612,A171,A200,Us610,Hg02,Fm04,Rs08,95.952,0.266,2.691,97.086,0.221,2.097,111.27,103.17,2201,0,0,1,1923,0,0,11,1938,0,0,4,2717,0,0,1,2277,0,0,1,1499,0,0,4,604,0,2,5,3353,0,0,0,1918,0,0,14,3943,0,0,0,2210,0,0,12,2357,0,0,1,881,0,1,31,1812,0,0,3,609,0,8,96,1276,0,0,11,2368,0,0,2,2417,0,0,2,UQC001(1)/UMZ100(2)/UQW190(2)/UEA110(1)/UJC100(3)/ZQ0001(1)
4420038026105750172,2021,1,45045,5514.0,27700,Re1,Lc02,5514,A171,A200,Us610,Hg02,Fm03,Rs08,93.72,0.302,0.302,95.287,0.205,0.205,105.05,101.04,2181,0,0,1,1647,0,0,10,1620,0,0,2,2983,0,0,1,2947,0,0,1,955,0,1,3,1417,0,0,4,4255,0,0,0,1151,0,0,13,3457,0,0,0,2053,0,0,11,2152,0,0,2,1328,0,0,23,1601,0,0,2,1172,0,0,85,1379,0,0,11,2105,0,0,2,2199,0,0,2,UMZ100(1)/ZQ0001(1)/UEA110(1)/UQC001(1)
4122025624105180068,2016,3,172860,1157.0,94000,Re1,Lc01,1157,A171,A200,Us510,Hg02,Fm04,Rs10,73.043,0.355,0.586,77.794,0.171,0.368,97.5,95.393,4096,0,0,0,855,0,2,16,1212,0,0,2,1509,0,0,1,3190,0,0,0,764,0,1,4,450,1,1,9,7166,0,0,0,706,0,4,8,1222,0,0,2,719,0,8,27,1921,0,0,3,391,1,2,13,886,0,4,7,920,0,4,79,778,0,1,7,3097,0,0,0,1172,0,0,2,UMZ100(1)/UEA110(1)/UQC001(1)
4122025624200760004,2016,4,253724,2148.0,132300,Re2,Lc05,2148,A164,A200,Us720,Hg03,Fm07,Rs12,73.232,0.258,0.845,77.926,0.17,0.539,97.74,95.573,4163,0,0,0,571,0,4,18,894,0,1,2,1773,0,0,1,3234,0,0,0,443,1,1,4,331,1,4,8,7423,0,0,0,415,2,5,12,1018,0,0,2,527,0,4,28,1618,0,0,4,243,1,2,14,1209,0,0,8,612,0,16,86,561,0,3,9,2852,0,0,1,967,0,1,3,UQQ902(1)/UMZ100(1)/UQN120(3)/UQB100(1)/UQQ300(3)
4122025624106870002,2019,10,642280,40663.6,388200,Re1,Lc09,40663.6,A132,A200,Us420,Hg02,Fm04,Rs05,89.836,0.381,4.421,88.631,0.384,3.546,103.56,100.041,2544,0,0,1,312,1,2,54,1167,0,0,12,1452,0,0,5,1594,0,0,28,1023,0,0,11,440,1,1,14,6943,0,0,0,710,0,1,43,1129,0,0,4,682,0,2,87,1335,0,0,5,561,0,3,22,1333,0,0,21,386,1,2,496,1091,0,0,51,1550,0,0,11,1169,0,0,9,UMZ100(1)/UQA320(1)/UQS118(3)/UQQ300(1)/UHA210(1)/UQS120(3)
4122025622103250001,2022,4,1804578,11227.0,486500,Re1,Lc01,11227,A164,A200,Us510,Hg03,Fm05,Rs04,98.22,0.303,1.105,98.07,0.335,1.296,118.59,106.83,2769,0,0,1,259,1,21,54,416,1,5,15,584,0,2,5,309,5,18,32,894,0,2,10,302,2,6,12,7740,0,0,0,744,0,13,43,149,2,2,4,309,3,27,70,2146,0,0,4,643,0,2,18,647,0,2,16,133,13,248,451,197,1,22,47,770,0,8,11,792,0,5,8,UIA100(3)/UQT310(2)/UMZ100(2)/UIA200(2)/UQQ300(1)/UQB100(1)/UQS114(3)/UQB300(3)
4122025622110150002,2015,7,45375,9947.0,41400,Re1,Lc02,9947,A171,A200,Us610,Hg02,Fm01,Rs08,71.238,0.203,0.965,76.9,0.165,0.934,100.45,95.08,2756,0,0,1,773,0,1,52,1238,0,0,14,1368,0,0,5,1139,0,0,32,1477,0,0,8,783,0,2,10,7607,0,0,0,1234,0,0,42,692,0,2,2,1137,0,0,67,2705,0,0,3,1404,0,0,26,961,0,1,17,709,0,5,453,678,0,1,47,1523,0,0,11,1353,0,0,8,UEA110(1)/UQC001(1)/UMZ100(2)
4122025622110890004,2016,4,33277,6581.0,40500,Re1,Lc02,6581,A171,A200,Us610,Hg02,Fm04,Rs08,73.232,0.258,0.845,77.926,0.17,0.539,97.74,95.573,3434,0,0,0,1269,0,0,42,1812,0,0,11,1937,0,0,3,1703,0,0,26,1903,0,0,6,1506,0,0,8,8116,0,0,0,1267,0,0,33,1439,0,0,3,1583,0,0,41,3418,0,0,0,1704,0,0,18,1672,0,0,10,1145,0,0,391,1283,0,0,34,2092,0,0,9,2108,0,0,7,UMZ100(1)/UEA110(1)/UQC001(1)
4122025629110950001,2020,6,60504,9040.6,37500,Re1,Lc02,9040.6,A171,A200,Us610,Hg02,Fm04,Rs08,92.126,0.344,1.951,91.065,0.341,2.013,102.48,99.71,4707,0,0,0,844,0,1,2,2762,0,0,1,2164,0,0,2,3298,0,0,0,3512,0,0,0,2949,0,0,1,8861,0,0,0,2728,0,0,1,1243,0,0,1,3140,0,0,0,4751,0,0,0,517,0,2,11,844,0,1,1,552,0,2,14,2730,0,0,1,3762,0,0,0,3694,0,0,0,UMZ100(1)/UEA120(3)/UQC001(1)/UEA110(1)/UQF100(2)
4122025629102980015,2022,7,74000,10499.0,44500,Re1,Lc02,10499,A171,A200,Us610,Hg02,Fm01,Rs08,99.139,0.304,2.05,99.061,0.32,2.321,120.44,108.73,4808,0,0,0,839,0,1,2,2709,0,0,1,2099,0,0,2,3494,0,0,0,3709,0,0,0,3149,0,0,0,8881,0,0,0,2927,0,0,1,1173,0,0,1,3338,0,0,0,4860,0,0,0,643,0,2,11,839,0,1,1,669,0,2,11,2929,0,0,1,3955,0,0,0,3893,0,0,0,UQF100(2)/UMZ100(1)/UEA110(1)/UQC001(1)
4159037025127310000,2017,7,39318,9195.0,34000,Re1,Lc02,9195,A171,A200,Us610,Hg02,Fm07,Rs10,82.387,0.323,2.498,80.826,0.313,2.004,100.89,97.499,5265,0,0,0,2462,0,0,1,3743,0,0,0,1431,0,0,2,4478,0,0,0,2985,0,0,1,4260,0,0,0,10130,0,0,0,2177,0,0,2,1277,0,0,1,3600,0,0,0,5207,0,0,0,1438,0,0,18,1699,0,0,2,685,0,2,8,2102,0,0,1,5280,0,0,0,4442,0,0,0,UEA110(1)/UBA200(1)/UQC001(1)/UMZ100(2)
4159037025128570000,2016,2,35000,11616.0,33900,Re1,Lc02,11616,A171,A200,Us610,Hg02,Fm07,Rs10,78.667,0.107,0.191,77.662,0.109,0.197,97.56,95.64,5543,0,0,0,2723,0,0,3,4306,0,0,0,1429,0,0,2,4788,0,0,0,2264,0,0,1,3476,0,0,0,9541,0,0,0,1462,0,0,3,2022,0,0,1,2897,0,0,2,4613,0,0,0,1019,0,0,18,1468,0,0,1,1049,0,0,16,1572,0,0,2,5226,0,0,0,3649,0,0,0,UMZ100(1)/UBA200(1)/UEA110(1)/UQC001(1)
4159037025200360001,2022,9,180112,194323.0,42200,Re2,Lc05,194323,A162,A264,Us720,Hg03,Fm05,Rs08,99.653,0.258,2.629,99.605,0.243,2.882,120.06,108.82,5097,0,0,0,1896,0,0,7,4182,0,0,0,767,0,1,2,4556,0,0,0,1443,0,0,1,2652,0,0,1,8960,0,0,0,661,0,1,6,2680,0,0,1,2079,0,0,4,3850,0,0,0,200,1,2,15,1319,0,0,1,1387,0,0,27,1007,0,0,3,4458,0,0,0,2833,0,0,1,UNE413(2)/UMZ100(1)/UFF100(3)/UEG100(3)/UQQ902(3)/UQQ902(2)/UQB200(2)/UBA200(1)/UQB100(2)/UQB100(3)/UQB300(2)
4159037024103330010,2021,10,138514,9869.0,123000,Re1,Lc05,9869,A162,A200,Us150,Hg03,Fm04,Rs08,96.535,0.276,3.034,96.146,0.364,3.584,112.43,103.35,4428,0,0,0,1045,0,0,9,3468,0,0,0,945,0,1,1,4028,0,0,0,675,0,1,1,1694,0,0,2,8201,0,0,0,569,0,2,6,3597,0,0,0,1152,0,0,6,3144,0,0,0,298,1,4,15,1868,0,0,1,873,0,2,33,1075,0,0,4,3527,0,0,0,1873,0,0,1,UMZ100(1)/UQB300(1)/UQQ902(3)/UBA200(1)/UNE413(1)/UQB100(3)/UMZ100(3)
4159037023104190014,2022,2,317639,5142.0,156700,Re1,Lc01,5142,A164,A200,Us510,Hg02,Fm05,Rs08,97.619,0.266,0.534,97.424,0.311,0.63,114.95,105.42,2994,0,0,1,39,3,8,37,1751,0,0,6,1471,0,0,2,2925,0,0,4,1115,0,0,6,105,2,3,8,4950,0,0,0,839,0,2,21,2160,0,0,2,111,4,7,40,3756,0,0,0,445,1,3,24,1781,0,0,16,71,14,25,174,580,0,3,21,1076,0,0,4,1819,0,0,5,UMZ100(1)/UQQ902(1)/UBA200(1)/UQB100(1)
4159037023104770001,2013,11,124499,9454.0,67000,Re1,Lc23,9454,A164,A200,Us860,Hg03,Fm07,Rs08,75.901,0.109,1.089,75.165,0.118,0.788,104.13,93.116,3718,0,0,0,1188,0,0,44,1491,0,0,3,1491,0,0,3,3385,0,0,0,500,0,1,6,1080,0,0,14,5023,0,0,0,1189,0,0,19,1410,0,0,2,1150,0,0,52,4055,0,0,0,178,1,2,30,1629,0,0,16,766,0,3,175,1181,0,0,21,1451,0,0,2,1721,0,0,3,UMZ100(1)/UQQ300(1)/UBA200(1)/UQB100(1)/UQN140(1)
4159036030200370000,2021,3,144048,13190.0,115900,Re2,Lc05,13190,A132,A200,Us720,Hg03,Fm04,Rs12,94.516,0.311,0.879,93.719,0.345,0.97,107.04,101.84,4569,0,0,0,229,5,10,38,1645,0,0,4,1646,0,0,2,1925,0,0,2,1496,0,0,4,305,3,5,16,4890,0,0,0,417,1,2,17,1305,0,0,3,265,7,14,52,3860,0,0,0,222,2,4,27,203,1,1,14,229,22,36,172,295,1,3,21,2157,0,0,2,1664,0,0,2,UMZ100(1)/UQT310(2)/UQA320(1)/UQQ902(3)/UHA210(1)/UQQ300(1)/UBA200(1)/UQB100(3)/UQS118(2)/UMZ100(3)
4159036027112930002,2021,4,57636,5456.8,45000,Re1,Lc02,5456.8,A171,A200,Us610,Hg02,Fm02,Rs08,94.846,0.349,1.231,94.054,0.357,1.33,108.06,101.98,4572,0,0,0,533,0,4,33,1987,0,0,4,1987,0,0,3,1546,0,0,2,2623,0,0,2,779,0,1,15,5237,0,0,0,1236,0,0,13,2349,0,0,1,447,1,3,42,4098,0,0,0,683,0,3,16,1429,0,0,4,517,0,7,127,556,0,1,16,1778,0,0,1,1687,0,0,1,UMZ100(1)/UQC001(1)/UQB200(3)/UQQ902(3)/UEA110(1)/UEC400(3)/UBA200(1)
4159036027112630000,2015,1,36300,11679.0,42000,Re1,Lc02,11679,A171,A200,Us610,Hg02,Fm04,Rs08,77.239,0.203,0.203,76.27,0.108,0.108,100.89,94.643,4343,0,0,0,1145,0,0,33,1979,0,0,3,1983,0,0,2,1662,0,0,2,2010,0,0,1,1270,0,0,15,5596,0,0,0,1244,0,0,13,3005,0,0,0,976,0,1,43,4315,0,0,0,620,0,1,18,2110,0,0,4,474,1,3,139,1168,0,0,17,1203,0,0,1,1994,0,0,1,UMZ100(1)/UQC001(1)/UQW140(3)/UEA110(1)/UBA200(1)/UJC100(3)/UJC200(2)
4159036027112300007,2021,9,72193,4453.3,47000,Re1,Lc02,4453.3,A171,A200,Us610,Hg02,Fm03,Rs08,96.27,0.281,2.751,95.797,0.379,3.208,111.27,103.17,4454,0,0,0,641,0,1,36,1760,0,0,3,1763,0,0,2,1803,0,0,2,1352,0,0,1,661,0,1,14,5074,0,0,0,640,0,2,14,3556,0,0,0,647,0,2,49,4446,0,0,0,991,0,1,18,2383,0,0,4,385,1,9,158,1729,0,0,19,614,0,1,1,2264,0,0,2,UMZ100(1)/UBA200(1)/UEA110(1)/UQC001(1)
4159036027111890000,2018,9,55411,5775.0,40300,Re1,Lc02,5775,A171,A200,Us610,Hg02,Fm02,Rs10,86.161,0.334,2.98,84.59,0.374,3.195,104.62,100.221,4104,0,0,0,1017,0,0,32,1191,0,0,2,1192,0,0,1,2121,0,0,2,1110,0,0,3,763,0,1,9,4392,0,0,0,739,0,1,20,2827,0,0,1,366,1,2,46,4129,0,0,0,486,1,1,17,2405,0,0,5,700,0,7,130,1119,0,0,17,1189,0,0,2,1931,0,0,1,UMZ100(1)/UBA200(1)/UEA110(1)/UQC001(1)
4159026226200020007,2013,1,64488,4652.0,35000,Re2,Lc05,4652,A164,A200,Us720,Hg03,Fm07,Rs12,75.185,0.135,0.135,74.605,0.037,0.037,104.96,92.728,3988,0,0,0,718,0,4,33,461,1,1,8,1800,0,0,1,624,0,1,6,1656,0,0,3,853,0,2,18,3844,0,0,0,623,0,3,26,2382,0,0,1,678,0,4,70,3657,0,0,0,477,1,4,16,1954,0,0,4,448,1,10,145,654,0,2,17,2657,0,0,1,1548,0,0,2,UMZ100(1)/UQQ902(1)/UBA200(1)/UQB100(1)/UQB300(3)
4159026227200160001,2020,10,196625,12000.0,42700,Re2,Lc05,12000,A164,A200,Us720,Hg03,Fm07,Rs12,93.143,0.305,3.057,92.231,0.307,3.319,103.01,100.18,2718,0,0,1,1057,0,0,68,1802,0,0,29,1559,0,0,3,1261,0,0,48,1529,0,0,27,984,0,1,24,3301,0,0,0,1470,0,0,45,2441,0,0,2,743,0,2,137,2201,0,0,1,968,0,1,16,1803,0,0,10,426,1,4,454,1366,0,0,81,2469,0,0,16,2447,0,0,10,UQQ902(1)/UMZ100(2)/UQC001(3)/UQQ902(3)/UBA200(1)/UEA110(3)/UQB100(1)
4159026228106400001,2020,8,98217,89330.0,37200,Re1,Lc05,89330,A171,A264,Us720,Hg04,Fm07,Rs12,92.577,0.203,2.431,91.662,0.308,2.681,103.22,100.19,2700,0,0,1,518,0,4,72,1869,0,0,32,1421,0,0,5,1293,0,0,51,1375,0,0,29,594,0,2,25,3439,0,0,0,931,0,1,49,2428,0,0,2,520,0,13,140,2173,0,0,2,708,0,1,18,2081,0,0,11,380,2,10,469,828,0,1,91,2182,0,0,16,2183,0,0,11,UMZ100(1)/UFM110(2)/UQQ902(3)/UQC001(2)/UQQ902(2)/UBA200(1)/UQB100(2)/UQB100(3)/UMZ100(3)
4159032021201570000,2021,11,57842,65455.0,29000,Re2,Lc05,65455,A171,A264,Us720,Hg04,Fm05,Rs12,96.825,0.3,3.344,96.486,0.354,3.95,113.23,103.87,2487,0,0,1,479,1,7,39,2269,0,0,11,2371,0,0,5,1505,0,0,18,2299,0,0,11,764,0,2,20,4566,0,0,0,494,1,4,23,3420,0,0,0,506,0,17,88,2536,0,0,3,1225,0,0,23,1588,0,0,3,605,0,19,201,518,0,4,39,2468,0,0,10,2469,0,0,6,UMZ100(1)/UFM110(2)/UQQ902(3)/UQC001(2)/UQQ902(2)/UBA200(1)/UQB100(2)/UQB100(3)/UQB300(3)/UFN500(3)/UMZ100(3)/UQB300(2)
4159032021201300001,2018,1,27109,35781.0,14100,Re2,Lc05,35781,A144,A200,Us720,Hg03,Fm07,Rs12,83.927,0.309,0.309,82.185,0.261,0.261,102.52,98.106,1435,0,0,1,558,0,2,30,1247,0,0,7,1553,0,0,3,1258,0,0,9,966,0,1,6,588,0,4,20,4355,0,0,0,558,0,2,19,4148,0,0,0,568,0,5,67,1373,0,0,3,766,0,2,21,495,1,1,4,295,4,21,138,346,1,5,34,1473,0,0,9,1487,0,0,6,UFM120(1)/UMZ100(1)/UQQ600(1)/UQA430(1)/UQQ600(3)/UEG100(3)/UDV100(1)/UQA121(3)/UBA200(1)/UQQ300(3)/UMZ100(3)
4159032024117640000,2020,3,90718,4861.2,49400,Re1,Lc02,4861.2,A144,A200,Us610,Hg02,Fm03,Rs08,91.443,0.39,1.177,90.227,0.338,1.074,102.82,99.94,1179,0,0,1,957,0,1,19,960,0,1,3,1217,0,0,3,1023,0,0,3,762,0,1,4,712,0,1,20,3520,0,0,0,1172,0,0,11,4140,0,0,0,685,0,8,49,1059,0,0,3,405,1,4,24,796,0,1,3,305,2,14,108,650,0,5,27,1242,0,0,2,1259,0,0,1,UMZ100(1)/UQA430(1)/UDV100(1)/UEA110(1)/UBA200(1)
4159032024200580017,2020,6,42306,8982.0,16200,Re2,Lc05,8982,A144,A200,Us720,Hg03,Fm07,Rs12,92.119,0.301,1.925,91.065,0.341,2.013,102.48,99.71,1481,0,0,1,1118,0,0,13,1337,0,0,4,1427,0,0,3,1411,0,0,3,1319,0,0,4,889,0,1,16,2784,0,0,1,1464,0,0,8,3481,0,0,0,1102,0,0,42,1362,0,0,3,187,1,5,22,1321,0,0,3,688,0,3,92,661,0,3,24,1539,0,0,2,1552,0,0,1,UMZ100(1)/UFM120(1)/UQA430(1)/UDV100(1)/UBA200(1)
4159032024100870011,2014,9,15960,9210.0,14700,Re1,Lc05,9210,A144,A200,Us730,Hg02,Fm07,Rs12,76.834,0.097,0.969,75.935,0.085,0.9,104.2,94.49,2535,0,0,1,1087,0,0,21,1808,0,0,23,2365,0,0,4,2535,0,0,10,2457,0,0,17,1073,0,0,15,1947,0,0,1,1087,0,0,16,2667,0,0,1,1197,0,0,47,2444,0,0,3,1357,0,0,20,1248,0,0,11,635,0,1,167,888,0,2,34,2579,0,0,5,2587,0,0,2,UMZ100(1)/UFM120(1)/UQA430(1)/UDV100(1)/UBA200(1)/UEA110(3)
4127110400106620003,2020,6,120968,4087.0,104000,Re1,Lc02,4087,A144,A200,Us610,Hg02,Fm03,Rs08,92.183,0.304,1.951,91.065,0.341,2.013,102.48,99.71,1402,0,0,7,793,0,6,147,726,0,8,113,1207,0,0,19,814,0,3,315,751,0,7,64,1129,0,0,18,1729,0,0,2,761,0,5,110,1769,0,0,6,802,0,7,239,1130,0,0,8,1066,0,0,13,976,0,4,26,542,0,56,1385,868,0,9,246,870,0,2,113,896,0,1,51,UMZ100(1)/UMH300(1)/UII100(1)/UMX100(1)/UQA430(1)/UQA001(1)/UDV100(1)/UEA100(1)/UBA200(1)
